Pikachu Alola Cap,Gen1/poke_icon_0025_006_mo_n_00000000_f_n.png
Pikachu Partner Cap,Gen1/poke_icon_0025_007_mo_n_00000000_f_n.png
Pikachu World Cap,Gen1/poke_icon_0025_009_mo_n_00000000_f_n.png
Raichu ♀,Gen1/poke_icon_0026_000_fd_n_00000000_f_n.png
Raichu ♂,Gen1/poke_icon_0026_000_md_n_00000000_f_n.png
Alolan Raichu,Gen1/poke_icon_0026_001_mf_n_00000000_f_n.png
Sandshrew,Gen1/poke_icon_0027_000_mf_n_00000000_f_n.png
Alolan Sandshrew,Gen1/poke_icon_0027_001_mf_n_00000000_f_n.png
Sandslash,Gen1/poke_icon_0028_000_mf_n_00000000_f_n.png
Alolan Sandslash,Gen1/poke_icon_0028_001_mf_n_00000000_f_n.png
Nidoran ♀,Gen1/poke_icon_0029_000_fo_n_00000000_f_n.png
Nidorina,Gen1/poke_icon_0030_000_fo_n_00000000_f_n.png
Nidoqueen,Gen1/poke_icon_0031_000_fo_n_00000000_f_n.png
Nidoran ♂,Gen1/poke_icon_0032_000_mo_n_00000000_f_n.png
Nidorino,Gen1/poke_icon_0033_000_mo_n_00000000_f_n.png
Nidoking,Gen1/poke_icon_0034_000_mo_n_00000000_f_n.png
Clefairy,Gen1/poke_icon_0035_000_mf_n_00000000_f_n.png
Clefable,Gen1/poke_icon_0036_000_mf_n_00000000_f_n.png
Vulpix,Gen1/poke_icon_0037_000_mf_n_00000000_f_n.png
Alolan Vulpix,Gen1/poke_icon_0037_001_mf_n_00000000_f_n.png
Ninetales,Gen1/poke_icon_0038_000_mf_n_00000000_f_n.png
Alolan Ninetales,Gen1/poke_icon_0038_001_mf_n_00000000_f_n.png
Jigglypuff,Gen1/poke_icon_0039_000_mf_n_00000000_f_n.png
Wigglytuff,Gen1/poke_icon_0040_000_mf_n_00000000_f_n.png
Zubat ♀,Gen1/poke_icon_0041_000_fd_n_00000000_f_n.png
Zubat ♂,Gen1/poke_icon_0041_000_md_n_00000000_f_n.png
Golbat ♀,Gen1/poke_icon_0042_000_fd_n_00000000_f_n.png
Golbat ♂,Gen1/poke_icon_0042_000_md_n_00000000_f_n.png
Oddish,Gen1/poke_icon_0043_000_mf_n_00000000_f_n.png
Gloom ♀,Gen1/poke_icon_0044_000_fd_n_00000000_f_n.png
Gloom ♂,Gen1/poke_icon_0044_000_md_n_00000000_f_n.png
Vileplume ♀,Gen1/poke_icon_0045_000_fd_n_00000000_f_n.png
Vileplume ♂,Gen1/poke_icon_0045_000_md_n_00000000_f_n.png
Paras,Gen1/poke_icon_0046_000_mf_n_00000000_f_n.png
Parasect,Gen1/poke_icon_0047_000_mf_n_00000000_f_n.png
Venonat,Gen1/poke_icon_0048_000_mf_n_00000000_f_n.png
Venomoth,Gen1/poke_icon_0049_000_mf_n_00000000_f_n.png
Diglett,Gen1/poke_icon_0050_000_mf_n_00000000_f_n.png
Alolan Diglett,Gen1/poke_icon_0050_001_mf_n_00000000_f_n.png
Dugtrio,Gen1/poke_icon_0051_000_mf_n_00000000_f_n.png
Alolan Dugtrio,Gen1/poke_icon_0051_001_mf_n_00000000_f_n.png
Meowth,Gen1/poke_icon_0052_000_mf_n_00000000_f_n.png
Alolan Meowth,Gen1/poke_icon_0052_001_mf_n_00000000_f_n.png
Galarian Meowth,Gen1/poke_icon_0052_002_mf_n_00000000_f_n.png
Persian,Gen1/poke_icon_0053_000_mf_n_00000000_f_n.png
Alolan Persian,Gen1/poke_icon_0053_001_mf_n_00000000_f_n.png
Psyduck,Gen1/poke_icon_0054_000_mf_n_00000000_f_n.png
Golduck,Gen1/poke_icon_0055_000_mf_n_00000000_f_n.png
Mankey,Gen1/poke_icon_0056_000_mf_n_00000000_f_n.png
Primeape,Gen1/poke_icon_0057_000_mf_n_00000000_f_n.png
Growlithe,Gen1/poke_icon_0058_000_mf_n_00000000_f_n.png
Hisuian Growlithe,Gen1/poke_icon_0058_001_mf_n_00000000_f_n.png
Arcanine,Gen1/poke_icon_0059_000_mf_n_00000000_f_n.png
Hisuian Arcanine,Gen1/poke_icon_0059_001_mf_n_00000000_f_n.png
Poliwag,Gen1/poke_icon_0060_000_mf_n_00000000_f_n.png
Poliwhirl,Gen1/poke_icon_0061_000_mf_n_00000000_f_n.png
Poliwrath,Gen1/poke_icon_0062_000_mf_n_00000000_f_n.png
Abra,Gen1/poke_icon_0063_000_mf_n_00000000_f_n.png
Kadabra ♀,Gen1/poke_icon_0064_000_fd_n_00000000_f_n.png
Kadabra ♂,Gen1/poke_icon_0064_000_md_n_00000000_f_n.png
Alakazam ♀,Gen1/poke_icon_0065_000_fd_n_00000000_f_n.png
Alakazam ♂,Gen1/poke_icon_0065_000_md_n_00000000_f_n.png
Machop,Gen1/poke_icon_0066_000_mf_n_00000000_f_n.png
Machoke,Gen1/poke_icon_0067_000_mf_n_00000000_f_n.png
Machamp,Gen1/poke_icon_0068_000_mf_n_00000000_f_n.png
Bellsprout,Gen1/poke_icon_0069_000_mf_n_00000000_f_n.png
Weepinbell,Gen1/poke_icon_0070_000_mf_n_00000000_f_n.png
Victrebel,Gen1/poke_icon_0071_000_mf_n_00000000_f_n.png
Tentacool,Gen1/poke_icon_0072_000_mf_n_00000000_f_n.png
Tentacruel,Gen1/poke_icon_0073_000_mf_n_00000000_f_n.png
Geodude,Gen1/poke_icon_0074_000_mf_n_00000000_f_n.png
Alolan Geodude,Gen1/poke_icon_0074_001_mf_n_00000000_f_n.png
Graveler,Gen1/poke_icon_0075_000_mf_n_00000000_f_n.png
Alolan Graveler,Gen1/poke_icon_0075_001_mf_n_00000000_f_n.png
Golem,Gen1/poke_icon_0076_000_mf_n_00000000_f_n.png
Alolan Golem,Gen1/poke_icon_0076_001_mf_n_00000000_f_n.png
Ponyta,Gen1/poke_icon_0077_000_mf_n_00000000_f_n.png
Galarian Ponyta,Gen1/poke_icon_0077_001_mf_n_00000000_f_n.png
Rapidash,Gen1/poke_icon_0078_000_mf_n_00000000_f_n.png
Galarian Rapidash,Gen1/poke_icon_0078_001_mf_n_00000000_f_n.png
Slowpoke,Gen1/poke_icon_0079_000_mf_n_00000000_f_n.png
Galarian Slowpoke,Gen1/poke_icon_0079_001_mf_n_00000000_f_n.png
Slowbro,Gen1/poke_icon_0080_000_mf_n_00000000_f_n.png
Galarian Slowbro,Gen1/poke_icon_0080_002_mf_n_00000000_f_n.png
Magnemite,Gen1/poke_icon_0081_000_uk_n_00000000_f_n.png
Magneton,Gen1/poke_icon_0082_000_uk_n_00000000_f_n.png
Farfetch'd,Gen1/poke_icon_0083_000_mf_n_00000000_f_n.png
Galarian Farfetch'd,Gen1/poke_icon_0083_001_mf_n_00000000_f_n.png
Doduo ♀,Gen1/poke_icon_0084_000_fd_n_00000000_f_n.png
Doduo ♂,Gen1/poke_icon_0084_000_md_n_00000000_f_n.png
Dodrio ♀,Gen1/poke_icon_0085_000_fd_n_00000000_f_n.png
Dodrio ♂,Gen1/poke_icon_0085_000_md_n_00000000_f_n.png
Seel,Gen1/poke_icon_0086_000_mf_n_00000000_f_n.png
Dewgong,Gen1/poke_icon_0087_000_mf_n_00000000_f_n.png
Grimer,Gen1/poke_icon_0088_000_mf_n_00000000_f_n.png
Alolan Grimer,Gen1/poke_icon_0088_001_mf_n_00000000_f_n.png
Muk,Gen1/poke_icon_0089_000_mf_n_00000000_f_n.png
Alolan Muk,Gen1/poke_icon_0089_001_mf_n_00000000_f_n.png
Shellder,Gen1/poke_icon_0090_000_mf_n_00000000_f_n.png
Cloyster,Gen1/poke_icon_0091_000_mf_n_00000000_f_n.png
Gastly,Gen1/poke_icon_0092_000_mf_n_00000000_f_n.png
Haunter,Gen1/poke_icon_0093_000_mf_n_00000000_f_n.png
Gengar,Gen1/poke_icon_0094_000_mf_n_00000000_f_n.png
Onix,Gen1/poke_icon_0095_000_mf_n_00000000_f_n.png
Drowzee,Gen1/poke_icon_0096_000_mf_n_00000000_f_n.png
Hypno ♀,Gen1/poke_icon_0097_000_fd_n_00000000_f_n.png
Hypno ♂,Gen1/poke_icon_0097_000_md_n_00000000_f_n.png
Krabby,Gen1/poke_icon_0098_000_mf_n_00000000_f_n.png
Kingler,Gen1/poke_icon_0099_000_mf_n_00000000_f_n.png
Voltorb,Gen1/poke_icon_0100_000_uk_n_00000000_f_n.png
Hisuian Voltorb,Gen1/poke_icon_0100_001_uk_n_00000000_f_n.png
Electrode,Gen1/poke_icon_0101_000_uk_n_00000000_f_n.png
Hisuian Electrode,Gen1/poke_icon_0101_001_uk_n_00000000_f_n.png
Exeggcute,Gen1/poke_icon_0102_000_mf_n_00000000_f_n.png
Exeggcutor,Gen1/poke_icon_0103_000_mf_n_00000000_f_n.png
Alolan Exeggcutor,Gen1/poke_icon_0103_001_mf_n_00000000_f_n.png
Cubone,Gen1/poke_icon_0104_000_mf_n_00000000_f_n.png
Marowak,Gen1/poke_icon_0105_000_mf_n_00000000_f_n.png
Alolan Marowak,Gen1/poke_icon_0105_001_mf_n_00000000_f_n.png
Hitmonlee,Gen1/poke_icon_0106_000_mo_n_00000000_f_n.png
Hitmonchan,Gen1/poke_icon_0107_000_mo_n_00000000_f_n.png
Lickitung,Gen1/poke_icon_0108_000_mf_n_00000000_f_n.png
Koffing,Gen1/poke_icon_0109_000_mf_n_00000000_f_n.png
Weezing,Gen1/poke_icon_0110_000_mf_n_00000000_f_n.png
Galarian Weezing,Gen1/poke_icon_0110_001_mf_n_00000000_f_n.png
Rhyhorn ♀,Gen1/poke_icon_0111_000_fd_n_00000000_f_n.png
Rhyhorn ♂,Gen1/poke_icon_0111_000_md_n_00000000_f_n.png
Rhydon ♀,Gen1/poke_icon_0112_000_fd_n_00000000_f_n.png
Rhydon ♂,Gen1/poke_icon_0112_000_md_n_00000000_f_n.png
Chansey,Gen1/poke_icon_0113_000_fo_n_00000000_f_n.png
Tangela,Gen1/poke_icon_0114_000_mf_n_00000000_f_n.png
Kangaskhan,Gen1/poke_icon_0115_000_fo_n_00000000_f_n.png
Horsea,Gen1/poke_icon_0116_000_mf_n_00000000_f_n.png
Seadra,Gen1/poke_icon_0117_000_mf_n_00000000_f_n.png
Goldeen ♀,Gen1/poke_icon_0118_000_fd_n_00000000_f_n.png
Goldeen ♂,Gen1/poke_icon_0118_000_md_n_00000000_f_n.png
Seaking ♀,Gen1/poke_icon_0119_000_fd_n_00000000_f_n.png
Seaking ♂,Gen1/poke_icon_0119_000_md_n_00000000_f_n.png
Staryu,Gen1/poke_icon_0120_000_uk_n_00000000_f_n.png
Starmie,Gen1/poke_icon_0121_000_uk_n_00000000_f_n.png
Mr.Mime,Gen1/poke_icon_0122_000_mf_n_00000000_f_n.png
Galarian Mr. Mime,Gen1/poke_icon_0122_001_mf_n_00000000_f_n.png
Scyther ♀,Gen1/poke_icon_0123_000_fd_n_00000000_f_n.png
Scyther ♂,Gen1/poke_icon_0123_000_md_n_00000000_f_n.png
Jynx,Gen1/poke_icon_0124_000_fo_n_00000000_f_n.png
Electrabuzz,Gen1/poke_icon_0125_000_mf_n_00000000_f_n.png
Magmar,Gen1/poke_icon_0126_000_mf_n_00000000_f_n.png
Pinsir,Gen1/poke_icon_0127_000_mf_n_00000000_f_n.png
Tauros,Gen1/poke_icon_0128_000_mo_n_00000000_f_n.png
Paldean Tauros,Gen1/poke_icon_0128_001_md_n_00000000_f_n.png
Paldean Tauros Blaze,Gen1/poke_icon_0128_002_md_n_00000000_f_n.png
Paldean Tauros Aqua,Gen1/poke_icon_0128_003_md_n_00000000_f_n.png
Magikarp ♀,Gen1/poke_icon_0129_000_fd_n_00000000_f_n.png
Magikarp ♂,Gen1/poke_icon_0129_000_md_n_00000000_f_n.png
Gyrados ♀,Gen1/poke_icon_0130_000_fd_n_00000000_f_n.png
Gyrados ♂,Gen1/poke_icon_0130_000_md_n_00000000_f_n.png
Lapras,Gen1/poke_icon_0131_000_mf_n_00000000_f_n.png
Ditto,Gen1/poke_icon_0132_000_uk_n_00000000_f_n.png
Eevee ♀,Gen1/poke_icon_0133_000_fd_n_00000000_f_n.png
Eevee ♂,Gen1/poke_icon_0133_000_md_n_00000000_f_n.png
Vaporeon,Gen1/poke_icon_0134_000_mf_n_00000000_f_n.png
Jolteon,Gen1/poke_icon_0135_000_mf_n_00000000_f_n.png
Flareon,Gen1/poke_icon_0136_000_mf_n_00000000_f_n.png
Porygon,Gen1/poke_icon_0137_000_uk_n_00000000_f_n.png
Omanyte,Gen1/poke_icon_0138_000_mf_n_00000000_f_n.png
Omastar,Gen1/poke_icon_0139_000_mf_n_00000000_f_n.png
Kabuto,Gen1/poke_icon_0140_000_mf_n_00000000_f_n.png
Kabutops,Gen1/poke_icon_0141_000_mf_n_00000000_f_n.png
Aerodactyl,Gen1/poke_icon_0142_000_mf_n_00000000_f_n.png
Snorlax,Gen1/poke_icon_0143_000_mf_n_00000000_f_n.png
Articuno,Gen1/poke_icon_0144_000_uk_n_00000000_f_n.png
Galarian Articuno,Gen1/poke_icon_0144_001_uk_n_00000000_f_n.png
Zapdos,Gen1/poke_icon_0145_000_uk_n_00000000_f_n.png
Galarian Zapdos,Gen1/poke_icon_0145_001_uk_n_00000000_f_n.png
Moltres,Gen1/poke_icon_0146_000_uk_n_00000000_f_n.png
Galarian Moltres,Gen1/poke_icon_0146_001_uk_n_00000000_f_n.png
Dratini,Gen1/poke_icon_0147_000_mf_n_00000000_f_n.png
Dragonair,Gen1/poke_icon_0148_000_mf_n_00000000_f_n.png
Dragonite,Gen1/poke_icon_0149_000_mf_n_00000000_f_n.png
Mewtwo,Gen1/poke_icon_0150_000_uk_n_00000000_f_n.png
Mew,Gen1/poke_icon_0151_000_uk_n_00000000_f_n.png
Chikorita,Gen2/poke_icon_0152_000_mf_n_00000000_f_n.png
Bayleef,Gen2/poke_icon_0153_000_mf_n_00000000_f_n.png
Meganium ♀,Gen2/poke_icon_0154_000_fd_n_00000000_f_n.png
Meganium ♂,Gen2/poke_icon_0154_000_md_n_00000000_f_n.png
Cyndaquil,Gen2/poke_icon_0155_000_mf_n_00000000_f_n.png
Quilava,Gen2/poke_icon_0156_000_mf_n_00000000_f_n.png
Typhlosion,Gen2/poke_icon_0157_000_mf_n_00000000_f_n.png
Hisuian Typhlosion,Gen2/poke_icon_0157_001_mf_n_00000000_f_n.png
Totodile,Gen2/poke_icon_0158_000_mf_n_00000000_f_n.png
Croconaw,Gen2/poke_icon_0159_000_mf_n_00000000_f_n.png
Feraligatr,Gen2/poke_icon_0160_000_mf_n_00000000_f_n.png
Sentret,Gen2/poke_icon_0161_000_mf_n_00000000_f_n.png
Furret,Gen2/poke_icon_0162_000_mf_n_00000000_f_n.png
Hoothoot,Gen2/poke_icon_0163_000_mf_n_00000000_f_n.png
Noctowl,Gen2/poke_icon_0164_000_mf_n_00000000_f_n.png
Ledyba ♀,Gen2/poke_icon_0165_000_fd_n_00000000_f_n.png
Ledyba ♂,Gen2/poke_icon_0165_000_md_n_00000000_f_n.png
Ledian ♀,Gen2/poke_icon_0166_000_fd_n_00000000_f_n.png
Ledian ♂,Gen2/poke_icon_0166_000_md_n_00000000_f_n.png
Spinarak,Gen2/poke_icon_0167_000_mf_n_00000000_f_n.png
Ariados,Gen2/poke_icon_0168_000_mf_n_00000000_f_n.png
Crobat,Gen2/poke_icon_0169_000_mf_n_00000000_f_n.png
Chinchou,Gen2/poke_icon_0170_000_mf_n_00000000_f_n.png
Lanturn,Gen2/poke_icon_0171_000_mf_n_00000000_f_n.png
Pichu,Gen2/poke_icon_0172_000_mf_n_00000000_f_n.png
Cleffa,Gen2/poke_icon_0173_000_mf_n_00000000_f_n.png
Igglybuff,Gen2/poke_icon_0174_000_mf_n_00000000_f_n.png
Togepi,Gen2/poke_icon_0175_000_mf_n_00000000_f_n.png
Togetic,Gen2/poke_icon_0176_000_mf_n_00000000_f_n.png
Natu,Gen2/poke_icon_0177_000_mf_n_00000000_f_n.png
Xatu ♀,Gen2/poke_icon_0178_000_fd_n_00000000_f_n.png
Xatu ♂,Gen2/poke_icon_0178_000_md_n_00000000_f_n.png
Mareep,Gen2/poke_icon_0179_000_mf_n_00000000_f_n.png
Flaafy,Gen2/poke_icon_0180_000_mf_n_00000000_f_n.png
Ampharos,Gen2/poke_icon_0181_000_mf_n_00000000_f_n.png
Bellossom,Gen2/poke_icon_0182_000_mf_n_00000000_f_n.png
Marill,Gen2/poke_icon_0183_000_mf_n_00000000_f_n.png
Azumarill,Gen2/poke_icon_0184_000_mf_n_00000000_f_n.png
Sudowoodo ♀,Gen2/poke_icon_0185_000_fd_n_00000000_f_n.png
Sudowoodo ♂,Gen2/poke_icon_0185_000_md_n_00000000_f_n.png
Politoed ♀,Gen2/poke_icon_0186_000_fd_n_00000000_f_n.png
Politoed ♂,Gen2/poke_icon_0186_000_md_n_00000000_f_n.png
Hoppip,Gen2/poke_icon_0187_000_mf_n_00000000_f_n.png
Skiploom,Gen2/poke_icon_0188_000_mf_n_00000000_f_n.png
Jumpluff,Gen2/poke_icon_0189_000_mf_n_00000000_f_n.png
Aipom ♀,Gen2/poke_icon_0190_000_fd_n_00000000_f_n.png
Aipom ♂,Gen2/poke_icon_0190_000_md_n_00000000_f_n.png
Sunkern,Gen2/poke_icon_0191_000_mf_n_00000000_f_n.png
Sunflora,Gen2/poke_icon_0192_000_mf_n_00000000_f_n.png
Yanma,Gen2/poke_icon_0193_000_mf_n_00000000_f_n.png
Wooper ♀,Gen2/poke_icon_0194_000_fd_n_00000000_f_n.png
Wooper ♂,Gen2/poke_icon_0194_000_md_n_00000000_f_n.png
Paldean Wooper,Gen2/poke_icon_0194_001_mf_n_00000000_f_n.png
Quagsire ♀,Gen2/poke_icon_0195_000_fd_n_00000000_f_n.png
Quagsire ♂,Gen2/poke_icon_0195_000_md_n_00000000_f_n.png
Espeon,Gen2/poke_icon_0196_000_mf_n_00000000_f_n.png
Umbreon,Gen2/poke_icon_0197_000_mf_n_00000000_f_n.png
Murkrow ♀,Gen2/poke_icon_0198_000_fd_n_00000000_f_n.png
Murkrow ♂,Gen2/poke_icon_0198_000_md_n_00000000_f_n.png
Slowking,Gen2/poke_icon_0199_000_mf_n_00000000_f_n.png
Galarian Slowking,Gen2/poke_icon_0199_001_mf_n_00000000_f_n.png
Misdreavus,Gen2/poke_icon_0200_000_mf_n_00000000_f_n.png
Unown A,Gen2/poke_icon_0201_000_uk_n_00000000_f_n.png
Unown B,Gen2/poke_icon_0201_001_uk_n_00000000_f_n.png
Unown C,Gen2/poke_icon_0201_002_uk_n_00000000_f_n.png
Unown D,Gen2/poke_icon_0201_003_uk_n_00000000_f_n.png
Unown E,Gen2/poke_icon_0201_004_uk_n_00000000_f_n.png
Unown F,Gen2/poke_icon_0201_005_uk_n_00000000_f_n.png
Unown G,Gen2/poke_icon_0201_006_uk_n_00000000_f_n.png
Unown H,Gen2/poke_icon_0201_007_uk_n_00000000_f_n.png
Unown I,Gen2/poke_icon_0201_008_uk_n_00000000_f_n.png
Unown J,Gen2/poke_icon_0201_009_uk_n_00000000_f_n.png
Unown K,Gen2/poke_icon_0201_010_uk_n_00000000_f_n.png
Unown L,Gen2/poke_icon_0201_011_uk_n_00000000_f_n.png
Unown M,Gen2/poke_icon_0201_012_uk_n_00000000_f_n.png
Unown N,Gen2/poke_icon_0201_013_uk_n_00000000_f_n.png
Unown O,Gen2/poke_icon_0201_014_uk_n_00000000_f_n.png
Unown P,Gen2/poke_icon_0201_015_uk_n_00000000_f_n.png
Unown Q,Gen2/poke_icon_0201_016_uk_n_00000000_f_n.png
Unown R,Gen2/poke_icon_0201_017_uk_n_00000000_f_n.png
Unown S,Gen2/poke_icon_0201_018_uk_n_00000000_f_n.png
Unown T,Gen2/poke_icon_0201_019_uk_n_00000000_f_n.png
Unown U,Gen2/poke_icon_0201_020_uk_n_00000000_f_n.png
Unown V,Gen2/poke_icon_0201_021_uk_n_00000000_f_n.png
Unown W,Gen2/poke_icon_0201_022_uk_n_00000000_f_n.png
Unown X,Gen2/poke_icon_0201_023_uk_n_00000000_f_n.png
Unown Y,Gen2/poke_icon_0201_024_uk_n_00000000_f_n.png
Unown Z,Gen2/poke_icon_0201_025_uk_n_00000000_f_n.png
Unown !,Gen2/poke_icon_0201_026_uk_n_00000000_f_n.png
Unown ?,Gen2/poke_icon_0201_027_uk_n_00000000_f_n.png
Wobbuffet ♀,Gen2/poke_icon_0202_000_fd_n_00000000_f_n.png
Wobbuffet ♂,Gen2/poke_icon_0202_000_md_n_00000000_f_n.png
Girafarig ♀,Gen2/poke_icon_0203_000_fd_n_00000000_f_n.png
Girafarig ♂,Gen2/poke_icon_0203_000_md_n_00000000_f_n.png
Pineco,Gen2/poke_icon_0204_000_mf_n_00000000_f_n.png
Forretress,Gen2/poke_icon_0205_000_mf_n_00000000_f_n.png
Dunsparce,Gen2/poke_icon_0206_000_mf_n_00000000_f_n.png
Gligar ♀,Gen2/poke_icon_0207_000_fd_n_00000000_f_n.png
Gligar ♂,Gen2/poke_icon_0207_000_md_n_00000000_f_n.png
Steelix ♀,Gen2/poke_icon_0208_000_fd_n_00000000_f_n.png
Steelix ♂,Gen2/poke_icon_0208_000_md_n_00000000_f_n.png
Snubbull,Gen2/poke_icon_0209_000_mf_n_00000000_f_n.png
Granbull,Gen2/poke_icon_0210_000_mf_n_00000000_f_n.png
Qwilfish,Gen2/poke_icon_0211_000_mf_n_00000000_f_n.png
Hisuian Qwilfish,Gen2/poke_icon_0211_001_mf_n_00000000_f_n.png
Scizor ♀,Gen2/poke_icon_0212_000_fd_n_00000000_f_n.png
Scizor ♂,Gen2/poke_icon_0212_000_md_n_00000000_f_n.png
Shuckle,Gen2/poke_icon_0213_000_mf_n_00000000_f_n.png
Heracross ♀,Gen2/poke_icon_0214_000_fd_n_00000000_f_n.png
Heracross ♂,Gen2/poke_icon_0214_000_md_n_00000000_f_n.png
Sneasel ♀,Gen2/poke_icon_0215_000_fd_n_00000000_f_n.png
Sneasel ♂,Gen2/poke_icon_0215_000_md_n_00000000_f_n.png
Hisuian Sneasel ♀,Gen2/poke_icon_0215_001_fd_n_00000000_f_n.png
Hisuian Sneasel ♂,Gen2/poke_icon_0215_001_md_n_00000000_f_n.png
Teddiursa,Gen2/poke_icon_0216_000_mf_n_00000000_f_n.png
Ursaring ♀,Gen2/poke_icon_0217_000_fd_n_00000000_f_n.png
Ursaring ♂,Gen2/poke_icon_0217_000_md_n_00000000_f_n.png
Slugma,Gen2/poke_icon_0218_000_mf_n_00000000_f_n.png
Magcargo,Gen2/poke_icon_0219_000_mf_n_00000000_f_n.png
Swinub,Gen2/poke_icon_0220_000_mf_n_00000000_f_n.png
Piloswine ♀,Gen2/poke_icon_0221_000_fd_n_00000000_f_n.png
Piloswine ♂,Gen2/poke_icon_0221_000_md_n_00000000_f_n.png
Corsola,Gen2/poke_icon_0222_000_mf_n_00000000_f_n.png
Galarian Corsola,Gen2/poke_icon_0222_001_mf_n_00000000_f_n.png
Remoraid,Gen2/poke_icon_0223_000_mf_n_00000000_f_n.png
Octillery ♀,Gen2/poke_icon_0224_000_fd_n_00000000_f_n.png
Octillery ♂,Gen2/poke_icon_0224_000_md_n_00000000_f_n.png
Delibird,Gen2/poke_icon_0225_000_mf_n_00000000_f_n.png
Mantine,Gen2/poke_icon_0226_000_mf_n_00000000_f_n.png
Skarmory,Gen2/poke_icon_0227_000_mf_n_00000000_f_n.png
Houdour,Gen2/poke_icon_0228_000_mf_n_00000000_f_n.png
Houndoom ♀,Gen2/poke_icon_0229_000_fd_n_00000000_f_n.png
Houndoom ♂,Gen2/poke_icon_0229_000_md_n_00000000_f_n.png
Kingdra,Gen2/poke_icon_0230_000_mf_n_00000000_f_n.png
Phanpy,Gen2/poke_icon_0231_000_mf_n_00000000_f_n.png
Donphan ♀,Gen2/poke_icon_0232_000_fd_n_00000000_f_n.png
Donphan ♂,Gen2/poke_icon_0232_000_md_n_00000000_f_n.png
Porygon 2,Gen2/poke_icon_0233_000_uk_n_00000000_f_n.png
Stantler,Gen2/poke_icon_0234_000_mf_n_00000000_f_n.png
Smeargle,Gen2/poke_icon_0235_000_mf_n_00000000_f_n.png
Tyrogue,Gen2/poke_icon_0236_000_mo_n_00000000_f_n.png
Hitmontop,Gen2/poke_icon_0237_000_mo_n_00000000_f_n.png
Smoochum,Gen2/poke_icon_0238_000_fo_n_00000000_f_n.png
Elekid,Gen2/poke_icon_0239_000_mf_n_00000000_f_n.png
Magby,Gen2/poke_icon_0240_000_mf_n_00000000_f_n.png
Miltank,Gen2/poke_icon_0241_000_fo_n_00000000_f_n.png
Blissey,Gen2/poke_icon_0242_000_fo_n_00000000_f_n.png
Raikou,Gen2/poke_icon_0243_000_uk_n_00000000_f_n.png
Entei,Gen2/poke_icon_0244_000_uk_n_00000000_f_n.png
Suicune,Gen2/poke_icon_0245_000_uk_n_00000000_f_n.png
